collision_severity,day_of_week,time,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,worst_casualty_severity,any_pedestrian,avg_casualty_age
2,2,19:30,6,20,2,19,4,1,1,1,0,1,1,9,0,16.0,2,1,35.0
3,1,11:42,6,20,2,0,-1,1,1,1,0,2,1,9,0,12.5,3,0,38.0
2,7,11:35,6,30,1,0,-1,1,1,1,0,1,1,9,0,3.0,2,1,85.0
3,1,01:20,6,20,1,0,-1,6,1,1,0,1,1,9,0,19.0,3,0,19.0
3,1,21:22,6,40,1,0,-1,4,2,2,0,2,2,9,0,11.5,3,0,32.5
2,7,14:14,1,30,2,0,2,1,2,2,0,2,2,9,0,15.0,2,0,53.0
3,2,17:10,6,30,2,19,4,4,1,1,0,2,1,1,0,1.5,3,0,53.0
2,5,17:48,3,30,1,19,2,4,1,2,0,2,1,3,0,0.0,2,0,19.0
2,5,08:25,6,60,2,0,-1,1,1,1,0,3,1,9,0,7.666666666666667,2,0,48.0
3,5,16:25,3,50,1,0,-1,1,1,1,0,3,1,9,0,6.333333333333333,3,0,42.0
3,3,17:30,6,40,2,13,4,1,1,1,0,2,1,9,0,9.5,3,0,26.0
3,4,14:00,6,30,2,0,-1,1,1,1,0,1,1,9,0,9.0,3,1,17.0
3,2,17:20,6,30,1,13,4,5,2,2,0,2,1,1,5,7.0,3,0,30.0
3,5,07:51,6,60,2,16,4,1,3,2,0,2,1,9,0,12.5,3,0,57.0
2,1,10:24,6,60,2,13,4,1,1,1,0,2,5,9,0,13.0,2,0,69.0
3,1,12:53,6,30,2,0,-1,1,1,1,0,2,1,2,0,4.0,3,0,26.0
3,5,16:50,6,30,1,0,-1,1,1,1,0,2,1,9,0,13.5,3,0,45.0
3,5,16:00,6,30,1,0,-1,1,9,1,0,1,1,9,0,12.0,3,1,10.0
3,5,16:24,3,70,2,0,-1,1,1,1,0,3,2,9,0,6.333333333333333,3,0,32.5
3,1,20:19,6,30,2,0,-1,1,1,1,0,2,2,5,0,18.0,3,0,32.5
3,3,09:00,3,70,2,0,-1,1,1,1,0,2,1,9,0,9.0,3,0,25.0
2,4,19:00,6,30,2,0,-1,1,1,1,0,1,1,5,2,5.0,2,0,34.0
3,2,08:30,6,30,2,13,4,1,1,2,0,1,1,19,0,5.0,3,1,13.0
3,4,17:03,6,30,2,13,4,7,1,1,0,3,3,9,0,5.666666666666667,3,0,48.66666666666666
3,5,19:20,6,60,2,0,-1,6,1,2,0,2,1,9,0,12.5,3,0,49.0
3,5,17:29,6,30,1,19,2,4,2,2,0,1,1,9,0,15.0,3,1,46.0
3,2,13:30,6,30,1,16,2,1,1,2,0,2,2,19,0,11.0,3,0,54.0
2,4,19:09,6,60,2,0,-1,1,1,1,0,1,1,3,2,10.0,2,0,46.0
3,5,10:30,1,60,2,0,4,1,1,1,0,2,1,9,0,15.0,3,0,60.0
2,7,09:04,6,60,2,0,-1,1,1,1,0,2,1,19,0,11.0,2,0,61.0
1,6,11:11,6,30,2,0,-1,1,1,1,0,3,3,9,0,10.666666666666666,1,0,45.333333333333336
2,5,11:00,2,30,2,0,-1,1,1,1,0,1,1,22,0,7.0,2,1,2.0
3,1,00:50,6,30,2,0,-1,7,1,1,20,1,1,9,1,14.0,3,0,31.0
2,2,19:00,6,30,2,16,2,4,9,1,0,2,3,9,0,11.5,2,0,38.333333333333336
3,4,08:05,6,50,2,0,-1,1,1,2,15,1,1,9,5,15.0,3,0,21.0
3,7,22:13,6,40,1,0,4,4,1,1,0,2,4,9,1,17.0,3,0,28.0
3,6,22:00,6,30,1,18,4,4,1,1,0,2,1,1,0,8.0,3,0,35.0
3,7,09:20,1,30,1,0,-1,1,9,1,0,2,1,1,0,5.0,3,0,68.0
3,7,13:09,6,30,1,0,-1,1,2,2,0,2,1,9,0,7.5,3,0,51.0
3,5,18:45,6,30,1,13,-1,7,9,1,0,2,1,9,0,8.5,3,0,28.0
2,6,11:20,6,50,2,0,-1,1,1,1,0,2,1,1,0,3.0,2,0,58.0
3,5,08:40,6,30,1,0,-1,1,1,1,0,1,1,9,0,12.0,3,1,12.0
3,1,19:30,6,60,2,13,4,6,1,1,0,2,1,9,0,9.0,3,0,22.0
2,6,07:46,6,30,1,0,-1,1,1,1,0,2,1,5,0,14.5,2,0,56.0
3,2,17:25,6,40,2,0,-1,1,1,2,0,3,3,9,0,9.666666666666666,3,0,26.33333333333333
3,4,17:30,6,40,2,0,-1,1,1,1,0,4,1,9,1,12.5,3,0,47.0
3,5,10:36,6,30,2,13,4,1,1,1,0,2,3,9,0,2.0,3,0,70.66666666666667
3,1,12:15,6,40,2,0,-1,1,1,1,0,2,1,1,0,2.5,3,0,59.0
3,6,22:18,6,40,1,0,-1,4,1,1,13,2,2,9,0,13.0,3,0,47.5
3,7,10:45,3,40,1,0,-1,1,1,1,0,1,1,9,0,28.0,3,1,4.0
2,6,23:35,6,30,1,0,-1,4,1,1,0,1,1,9,0,8.0,2,1,16.0
3,4,19:35,6,30,2,13,4,1,1,1,0,2,1,1,0,7.0,3,0,46.0
3,1,17:11,6,30,2,16,4,1,1,1,0,2,1,5,0,4.0,3,0,62.0
3,3,23:45,6,30,1,16,2,4,1,1,0,2,1,9,0,5.5,3,0,31.0
3,7,07:06,6,30,1,13,4,1,8,1,0,2,1,1,1,8.0,3,0,30.0
3,3,18:00,6,40,1,19,4,1,1,1,21,2,1,5,0,8.5,3,0,35.0
3,7,13:04,6,30,1,19,4,1,1,1,0,1,1,9,0,7.0,3,1,28.0
2,7,06:50,6,30,2,16,2,1,1,1,0,2,3,9,1,8.0,2,0,26.666666666666668
3,7,17:30,9,20,1,0,-1,4,1,1,0,2,1,9,0,0.0,3,0,28.0
2,4,17:15,1,70,1,0,4,4,1,1,0,2,1,3,0,7.0,2,0,48.0
3,2,02:00,6,30,1,0,4,4,1,2,17,2,1,9,0,11.5,3,0,36.0
3,1,16:29,6,30,2,17,4,1,1,1,0,2,1,3,2,6.5,3,0,17.0
3,2,16:00,6,30,1,19,4,1,1,1,0,2,1,9,0,6.0,3,0,59.0
3,5,08:55,6,30,1,13,4,4,2,2,0,2,1,9,0,5.0,3,0,11.0
3,3,19:29,6,60,2,0,-1,6,1,1,0,1,1,9,0,13.0,3,0,37.0
3,1,02:15,6,30,1,13,2,4,1,1,0,1,1,9,0,7.0,3,1,32.0
3,1,11:30,6,30,1,13,4,1,1,1,0,2,1,1,0,3.0,3,0,57.0
3,3,08:06,6,60,2,16,3,1,1,1,0,2,1,9,0,3.0,3,0,62.0
3,3,12:58,1,60,2,0,4,1,1,1,0,2,1,9,0,9.0,3,0,39.0
3,5,16:10,6,30,1,13,4,1,1,1,0,1,1,9,0,7.0,3,1,74.0
2,7,16:40,6,60,2,13,4,6,1,1,0,2,3,9,0,12.0,2,0,53.66666666666666
3,2,17:51,6,60,2,0,-1,6,1,5,0,1,2,9,1,7.0,3,0,25.0
3,6,20:30,6,30,1,19,4,4,1,1,0,2,1,1,0,7.0,3,0,35.0
3,3,15:45,6,60,2,16,4,1,1,1,0,2,1,9,0,6.5,3,0,87.0
3,1,11:49,7,60,2,0,4,1,1,1,0,2,1,9,0,11.0,3,0,18.0
3,3,13:49,6,30,2,0,-1,1,1,2,0,3,1,9,0,2.6666666666666665,3,0,49.0
2,7,00:25,6,60,2,0,-1,6,2,2,0,1,1,19,0,15.0,2,0,20.0
3,5,22:03,6,60,2,0,-1,6,1,1,20,1,1,9,0,1.0,3,0,31.0
2,5,07:49,6,60,2,0,-1,1,1,1,0,2,1,5,0,5.0,2,0,36.0
3,3,21:43,6,60,2,0,-1,6,8,1,17,1,1,9,5,12.0,3,0,20.0
3,4,18:30,6,60,2,0,-1,6,1,2,0,1,1,9,2,19.0,3,0,84.0
3,7,18:50,3,40,1,13,4,4,1,1,0,1,1,9,0,0.0,3,1,76.0
2,6,17:20,6,30,1,13,3,1,2,2,0,2,1,5,0,5.0,2,0,52.0
2,3,21:05,6,60,2,0,-1,6,8,4,0,1,1,9,2,15.0,2,0,50.0
3,6,18:20,6,20,1,13,4,1,1,1,0,3,1,8,0,5.666666666666667,3,0,53.0
3,7,15:45,6,20,1,0,-1,1,1,1,0,1,1,11,0,1.0,3,0,53.0
3,7,20:00,6,20,1,16,4,4,1,1,0,2,1,9,0,6.5,3,0,40.0
3,6,18:03,6,30,1,0,-1,4,1,1,0,2,1,9,0,3.0,3,0,43.0
3,5,23:30,3,70,2,0,-1,6,1,1,0,2,1,9,5,12.5,3,0,38.0
3,3,21:37,6,60,2,13,4,1,1,1,0,2,1,9,0,13.5,3,0,47.0
3,6,15:00,6,30,1,19,4,1,1,1,0,2,2,9,0,2.5,3,0,69.5
2,6,08:45,7,30,1,0,4,1,1,4,0,2,3,9,1,13.0,2,0,27.0
1,1,22:50,6,30,1,0,-1,4,1,1,0,3,3,9,0,2.0,1,1,52.0
3,4,06:57,6,30,1,13,2,4,1,2,0,2,1,9,0,5.0,3,0,57.0
2,6,12:45,6,30,1,13,4,1,1,1,0,2,1,9,0,4.5,2,0,37.0
1,7,13:20,6,60,2,16,4,1,1,1,0,5,2,9,5,7.0,1,0,38.5
2,6,17:20,6,60,2,13,4,1,1,1,0,1,1,5,2,2.0,2,0,40.0
3,1,19:48,6,30,1,0,-1,1,1,1,0,1,1,9,0,21.0,3,0,50.0
2,7,10:10,6,50,2,0,-1,1,1,1,0,2,1,1,0,4.0,2,0,61.0
3,4,08:18,6,30,1,19,4,1,1,2,0,2,1,9,0,9.5,3,0,11.0
3,1,15:30,6,30,2,0,-1,1,1,1,13,2,2,9,0,7.0,3,0,41.0
3,4,09:35,6,30,2,0,-1,1,1,1,0,1,1,9,5,5.0,3,0,34.0
2,7,13:45,6,50,2,0,-1,1,1,2,0,2,1,5,1,7.0,2,0,20.0
2,4,10:20,6,30,1,16,2,1,1,1,0,2,1,1,0,9.0,2,0,15.0
2,6,19:25,6,30,1,13,4,1,1,1,0,2,1,3,0,2.5,2,0,23.0
3,2,10:22,3,30,2,0,2,1,1,1,0,1,1,3,1,3.0,3,0,24.0
2,4,09:58,6,30,1,0,-1,1,1,1,11,4,1,9,0,7.25,2,0,78.0
3,2,16:10,6,30,1,13,4,1,1,1,0,1,1,9,0,17.0,3,1,13.0
3,6,10:49,1,50,2,0,4,1,1,1,13,2,1,9,0,-0.5,3,0,25.0
2,2,18:15,6,50,2,0,-1,1,1,1,0,2,2,9,0,3.0,2,0,64.5
2,4,12:55,6,30,1,13,4,1,1,1,0,2,2,9,0,5.0,2,0,30.5
2,1,02:36,3,60,1,0,-1,7,1,1,0,2,1,3,1,5.5,2,0,45.0
3,4,12:29,6,30,1,0,-1,1,1,1,0,2,1,9,0,5.0,3,0,34.0
3,7,15:30,1,30,1,0,2,1,1,1,0,2,1,9,0,7.5,3,0,41.0
2,5,08:00,6,30,1,16,4,1,1,1,0,2,1,5,0,4.0,2,0,37.0
3,5,09:19,6,50,2,0,-1,1,1,1,0,2,2,9,1,7.0,3,0,33.5
3,7,15:05,6,20,1,19,4,1,1,1,0,2,2,9,0,5.0,3,0,41.5
3,1,13:53,6,30,1,13,4,1,1,2,0,2,1,1,0,8.0,3,0,52.0
3,3,10:28,6,30,1,16,4,1,8,1,17,4,1,9,0,5.25,3,0,38.0
3,4,22:05,1,40,1,0,2,4,1,1,13,2,1,9,1,7.0,3,0,28.0
3,6,15:00,6,30,1,13,4,1,1,1,0,2,1,1,0,7.5,3,0,23.0
3,6,17:15,6,60,2,0,-1,6,1,4,12,1,1,9,0,5.0,3,0,79.0
3,5,08:48,6,30,2,13,-1,1,1,1,0,2,1,9,0,2.0,3,0,54.0
3,3,16:20,1,30,1,0,4,1,1,1,0,2,1,9,0,4.5,3,0,52.0
3,2,16:30,6,30,1,0,-1,1,2,2,0,2,1,3,1,13.0,3,0,17.0
3,4,08:48,6,30,1,0,-1,1,1,1,0,3,1,1,0,2.0,3,0,18.0
2,1,00:50,2,30,1,13,2,4,1,1,0,1,1,9,0,13.0,2,1,35.0
3,7,20:40,6,30,1,18,4,1,2,2,0,2,1,9,0,14.0,3,0,33.0
3,6,14:15,6,30,1,13,4,1,2,2,0,2,1,9,0,10.5,3,0,59.0
3,2,16:30,6,30,1,0,-1,1,1,1,0,2,1,9,0,1.0,3,0,35.0
3,7,12:30,6,30,1,16,2,1,1,1,0,2,1,8,0,6.0,3,0,8.0
3,2,19:28,6,20,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,59.0
3,2,09:50,6,30,1,13,4,1,1,1,0,2,2,9,0,14.5,3,0,49.0
3,6,21:42,6,20,1,13,2,4,1,1,0,2,1,9,0,10.5,3,0,36.0
3,4,20:43,1,50,2,0,2,4,1,1,0,2,1,9,0,15.5,3,0,19.0
3,5,16:03,3,40,2,0,-1,1,1,1,0,2,2,9,0,5.0,3,0,23.0
2,2,22:09,6,30,1,0,-1,4,1,1,0,1,1,9,0,7.0,2,1,59.0
2,5,08:46,6,30,1,13,4,1,1,2,0,2,1,3,0,3.5,2,0,20.0
3,2,17:30,2,30,1,13,4,1,1,1,0,2,1,3,0,7.5,3,0,21.0
3,2,17:31,3,50,2,19,2,1,1,1,0,2,2,9,0,7.0,3,0,26.0
3,1,01:27,6,60,2,0,-1,6,1,1,0,1,1,9,1,10.0,3,0,17.0
3,3,08:10,6,40,2,0,-1,1,1,1,0,2,1,11,0,7.0,3,0,17.0
3,6,19:40,3,30,2,0,-1,4,1,1,0,2,3,9,0,5.5,3,0,22.0
3,1,20:20,6,30,1,0,4,1,1,1,0,2,2,9,0,5.5,3,0,25.0
3,4,11:35,3,50,2,0,-1,1,1,1,0,3,1,9,0,0.6666666666666666,3,0,21.0
3,6,19:40,6,30,1,0,-1,4,9,1,0,2,1,9,0,7.5,3,0,16.0
3,1,23:08,6,30,1,0,4,4,1,1,0,2,1,9,0,7.5,3,0,33.0
2,3,10:50,6,30,1,13,4,1,1,1,0,2,2,9,0,5.0,2,0,13.0
3,1,09:45,3,30,1,0,-1,1,1,1,0,2,1,9,0,8.0,3,0,35.0
3,6,12:39,6,50,2,18,4,1,1,1,0,3,1,9,0,5.333333333333333,3,0,28.0
3,4,09:55,6,30,1,0,4,1,2,2,0,2,1,9,0,9.0,3,0,39.0
3,4,19:30,3,30,1,18,2,4,1,1,0,1,1,99,0,7.0,3,1,41.0
3,4,08:15,6,30,1,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,15.0
3,1,15:29,6,30,2,0,-1,1,1,1,0,1,2,9,1,10.0,3,0,22.0
3,2,10:27,6,60,2,0,4,1,1,1,0,1,1,9,0,13.0,3,0,32.0
2,3,11:04,6,20,1,13,1,1,1,1,0,2,1,3,0,13.5,2,0,30.0
3,1,15:53,3,20,1,13,2,1,1,1,0,2,1,9,0,6.0,3,0,33.0
3,7,22:00,3,20,1,13,4,7,9,2,0,1,1,9,0,4.0,3,1,48.0
2,5,16:10,6,30,1,13,2,4,1,2,16,1,1,9,0,12.0,2,1,35.0
3,2,17:45,6,30,1,0,-1,4,1,1,13,2,1,4,0,8.5,3,0,58.0
2,2,23:05,6,30,1,0,-1,4,1,2,0,1,1,8,0,7.0,2,1,42.0
3,7,12:45,6,30,1,0,-1,1,1,2,0,2,1,9,0,7.0,3,0,62.0
3,6,09:42,6,30,2,13,4,1,1,1,0,2,1,3,1,7.5,3,0,39.0
3,2,09:21,6,30,1,13,2,4,1,1,0,2,2,9,0,7.0,3,0,50.0
2,6,07:45,6,60,2,0,-1,1,1,2,0,3,10,9,0,9.0,2,0,42.2
3,7,12:25,3,60,2,0,-1,1,1,1,0,2,1,9,0,5.5,3,0,63.0
2,7,01:55,6,60,2,0,-1,6,1,2,15,1,1,9,1,5.0,2,0,21.0
3,2,15:00,6,30,1,13,4,1,1,1,0,2,2,9,0,8.5,3,0,22.0
3,5,08:15,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,12.0
3,4,17:48,6,60,2,13,4,6,1,1,0,2,2,9,0,13.0,3,0,61.5
3,6,16:02,6,30,2,13,4,1,1,1,0,2,1,9,0,14.5,3,0,21.0
3,1,19:00,6,60,2,0,-1,6,1,1,0,2,1,9,0,16.5,3,0,32.0
3,2,12:45,6,60,2,0,-1,1,1,1,0,2,1,3,0,9.0,3,0,24.0
3,5,19:55,6,60,2,0,-1,1,1,1,0,3,1,9,1,6.666666666666667,3,0,29.0
3,5,09:01,6,60,2,0,-1,1,2,2,0,1,2,9,2,15.0,3,0,31.5
3,4,12:42,1,30,1,0,4,1,1,1,0,2,1,9,0,13.5,3,0,68.0
2,4,08:41,6,30,2,0,-1,1,1,4,0,2,1,5,1,20.0,2,0,46.0
3,3,21:59,6,50,2,13,4,4,1,1,0,2,1,9,0,2.0,3,0,20.0
3,4,14:00,3,70,2,0,-1,1,1,1,0,2,2,9,0,6.0,3,0,77.5
1,7,14:25,6,30,2,0,-1,1,1,1,0,3,1,5,0,8.0,1,0,54.0
2,7,17:07,6,50,2,0,-1,6,1,2,0,1,1,9,1,10.0,2,0,69.0
3,5,19:34,6,60,2,0,-1,6,1,1,0,1,1,20,0,7.0,3,0,47.0
3,1,21:43,6,30,1,0,-1,7,1,1,0,2,1,9,0,7.0,3,0,22.0
2,4,16:20,6,30,2,0,-1,1,1,1,0,1,1,9,0,1.0,2,1,18.0
3,7,12:34,6,30,1,16,4,1,1,1,0,2,3,9,0,2.0,3,0,22.33333333333333
2,1,11:15,6,60,2,0,-1,1,1,1,0,1,1,4,1,11.0,2,0,65.0
3,5,14:07,6,30,1,0,-1,1,1,1,0,2,1,8,0,3.5,3,0,65.0
3,7,10:01,6,30,1,0,-1,1,1,1,0,2,3,9,0,14.5,3,0,33.333333333333336
3,5,18:18,1,30,1,0,4,4,1,1,0,2,1,2,0,1.5,3,0,28.0
3,3,18:56,6,30,1,16,4,1,1,1,0,2,1,1,0,5.5,3,0,49.0
3,4,19:02,1,30,1,0,4,5,1,2,0,2,1,9,0,3.5,3,0,71.0
3,4,13:02,6,60,2,18,4,1,1,1,0,2,2,9,5,3.5,3,0,29.0
2,3,07:16,6,40,2,18,4,1,1,2,0,2,1,4,0,16.0,2,0,30.0
3,5,15:55,6,30,1,13,4,1,1,1,0,2,1,9,0,11.5,3,0,63.0
3,2,20:30,6,30,1,13,4,6,2,2,0,2,1,9,0,3.5,3,0,56.0
3,2,19:24,6,40,2,0,-1,6,2,2,0,1,1,9,0,4.0,3,0,35.0
2,6,18:00,6,30,1,13,4,4,1,1,0,1,2,9,0,6.0,2,1,71.5
2,5,17:15,6,40,1,13,4,1,1,1,0,2,1,1,0,8.0,2,0,44.0
3,6,22:00,6,60,2,0,-1,6,1,1,0,1,1,9,5,10.0,3,0,17.0
2,6,23:10,6,30,1,0,-1,4,1,1,0,1,1,9,0,12.0,2,1,37.0
3,1,08:30,6,60,2,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,53.0
2,3,05:15,6,30,1,0,-1,4,1,1,0,2,1,9,5,10.0,2,0,64.0
3,6,14:08,6,20,1,0,4,1,1,1,0,2,1,9,0,6.5,3,0,37.0
2,5,21:40,6,30,2,0,4,4,9,2,0,1,1,9,0,0.0,2,1,66.0
2,7,15:08,6,30,2,13,4,1,1,1,0,1,1,9,0,7.0,2,1,52.0
3,7,12:15,6,30,1,13,4,1,1,1,0,1,1,9,1,7.0,3,1,73.0
3,7,19:49,6,60,2,16,4,1,1,1,0,2,1,1,0,0.0,3,0,45.0
3,6,08:15,6,30,2,0,4,1,1,1,0,2,1,9,0,4.5,3,0,41.0
3,6,13:24,6,30,2,0,-1,1,1,1,0,2,1,9,0,10.0,3,0,54.0
3,2,11:34,3,70,2,0,-1,1,1,1,0,2,1,9,0,6.0,3,0,56.0
3,4,14:49,6,30,1,0,-1,1,1,1,0,1,1,9,0,14.0,3,1,20.0
3,7,17:30,3,50,2,0,-1,1,1,1,0,2,1,9,0,7.0,3,0,68.0
3,3,17:15,9,30,1,0,-1,7,9,1,0,1,1,9,0,6.0,3,1,69.0
3,3,12:35,6,50,2,13,4,1,1,1,0,2,1,9,0,9.5,3,0,56.0
3,7,13:25,6,30,1,13,4,1,1,1,0,2,1,1,0,5.5,3,0,20.0
2,4,14:00,6,30,1,0,-1,1,1,1,0,3,1,9,0,3.0,2,0,35.0
3,4,08:40,3,30,1,0,-1,1,1,1,0,2,1,9,0,12.0,3,0,12.0
3,3,22:15,6,30,1,0,-1,7,9,1,0,2,1,9,0,5.5,3,0,35.0
3,1,00:13,3,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,22.0
3,5,19:45,6,30,2,0,-1,1,1,1,0,2,1,9,0,0.0,3,0,53.0
3,7,16:30,3,70,2,0,-1,4,1,2,0,4,4,9,0,1.75,3,0,44.0
3,7,12:55,9,30,2,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,13.0
3,4,17:45,6,30,1,0,-1,1,1,1,0,2,1,8,0,8.0,3,0,46.0
3,4,08:15,3,30,1,13,4,1,2,2,0,2,1,1,0,5.0,3,0,16.0
3,5,15:27,3,60,2,13,4,1,1,1,0,2,1,4,0,11.0,3,0,58.0
3,3,21:45,3,40,2,-1,9,4,1,1,0,2,1,1,0,7.0,3,0,56.0
2,5,07:54,6,30,1,16,2,1,2,2,0,1,1,9,0,10.0,2,1,24.0
3,6,17:18,6,30,1,13,4,4,8,1,0,2,2,9,0,9.5,3,0,54.5
3,2,08:50,6,30,1,0,-1,1,1,1,0,1,1,9,0,10.0,3,1,29.0
2,5,15:25,6,30,1,13,4,1,1,2,0,1,1,9,0,8.0,2,1,17.0
3,1,03:20,6,30,1,0,-1,4,1,2,0,2,3,9,5,13.0,3,0,44.66666666666666
3,2,09:56,3,70,2,0,-1,1,1,2,0,3,1,98,0,0.6666666666666666,3,0,27.0
3,3,15:32,3,70,2,0,-1,1,1,1,0,3,1,9,1,4.0,3,0,74.0
3,2,22:03,6,30,1,13,4,4,2,2,0,3,1,9,0,6.666666666666667,3,0,45.0
2,6,05:10,6,30,1,0,-1,4,1,1,0,2,1,9,0,12.0,2,0,31.0
3,2,13:10,3,30,1,0,-1,1,1,1,0,2,2,9,0,10.0,3,0,24.5
3,6,15:12,3,30,1,13,4,1,1,1,0,1,1,9,0,5.0,3,1,11.0
3,5,08:40,6,30,1,0,-1,1,1,1,0,1,1,9,0,10.0,3,1,6.0
3,7,18:30,6,30,2,0,4,1,1,1,0,2,1,1,0,3.5,3,0,48.0
3,7,22:50,6,30,1,0,-1,4,1,2,0,2,1,9,0,14.0,3,0,75.0
3,5,09:00,7,30,1,13,2,1,1,1,0,2,1,9,0,6.5,3,0,31.0
2,1,16:06,6,30,1,0,-1,1,1,1,0,1,1,9,0,0.0,2,1,70.0
3,7,08:10,6,20,1,0,-1,1,1,1,0,3,1,9,0,12.666666666666666,3,0,24.0
3,3,17:57,3,40,1,16,2,1,1,1,0,1,1,9,0,8.0,3,1,13.0
3,1,13:00,6,30,1,16,2,1,9,1,0,1,1,9,0,7.0,3,1,25.0
2,2,13:58,6,30,1,13,1,1,1,1,0,2,1,9,0,7.0,2,0,25.0
3,2,14:49,6,30,1,18,4,1,1,1,0,2,2,9,0,8.5,3,0,21.0
3,5,17:25,3,30,1,0,4,1,1,1,0,3,1,9,0,10.333333333333334,3,0,13.0
2,2,22:10,6,30,1,13,4,4,1,1,0,2,2,9,0,11.0,2,0,12.5
3,6,15:50,3,20,1,16,2,1,1,1,0,2,1,1,0,3.5,3,0,38.0
3,3,17:20,6,30,1,13,4,4,8,2,0,2,1,9,0,3.5,3,0,16.0
3,2,20:14,3,30,1,0,-1,4,1,1,0,2,2,9,0,7.0,3,0,26.5
3,4,22:06,6,30,1,16,4,4,1,1,0,3,1,9,1,6.333333333333333,3,0,19.0
3,7,22:29,3,30,1,0,4,4,1,1,0,4,9,9,0,5.0,3,0,20.88888888888889
3,5,17:49,6,30,2,0,4,1,2,2,0,2,1,9,0,11.5,3,0,20.0
2,3,17:44,3,30,1,0,-1,4,2,2,0,2,1,3,0,1.0,2,0,35.0
2,4,14:52,3,40,1,17,2,1,1,1,0,1,1,9,2,11.0,2,1,60.0
3,5,09:37,6,30,1,16,2,1,1,2,0,2,1,9,0,5.0,3,0,36.0
3,7,09:34,6,30,1,13,4,1,1,1,0,2,2,9,0,14.5,3,0,60.5
3,6,16:04,6,30,1,16,2,1,2,2,0,3,1,9,0,9.333333333333334,3,0,52.0
3,5,18:11,3,70,2,0,-1,4,9,1,0,3,2,9,0,4.333333333333333,3,0,43.0
3,6,14:12,6,30,2,13,4,1,1,1,0,2,1,9,0,8.5,3,0,58.0
3,2,09:50,3,30,1,13,4,1,1,1,0,2,1,3,0,11.0,3,0,34.0
3,6,13:30,6,30,1,0,-1,1,1,1,17,1,1,9,0,17.0,3,1,49.0
3,1,16:10,6,20,1,18,4,1,1,1,0,1,2,9,0,5.0,3,0,82.0
3,5,15:00,3,40,1,0,4,1,1,1,0,1,1,9,0,16.0,3,0,23.0
3,2,09:50,6,30,1,16,4,1,1,1,0,2,2,9,0,13.0,3,0,26.5
3,7,10:50,6,30,1,13,4,1,2,2,0,4,1,9,0,5.5,3,0,56.0
3,3,21:20,3,70,1,0,-1,1,1,1,0,1,1,19,5,14.0,3,0,23.0
3,1,22:31,6,20,1,19,4,4,1,1,0,2,2,9,0,1.0,3,0,54.0
3,2,18:30,6,40,2,0,-1,4,2,2,0,2,2,9,0,1.5,3,0,43.0
2,3,08:25,6,30,1,19,4,1,1,2,0,2,1,4,2,2.0,2,0,35.0
3,7,17:00,6,40,1,0,-1,5,2,2,0,2,1,9,0,2.5,3,0,48.0
2,2,13:35,6,30,1,0,4,1,1,1,0,1,2,9,0,19.0,2,1,57.0
3,5,21:34,6,30,1,19,4,4,1,2,0,1,1,3,1,7.0,3,0,31.0
3,5,07:45,6,30,1,13,2,1,1,1,0,1,1,9,0,10.0,3,1,53.0
3,4,10:07,9,30,1,19,4,1,1,1,0,2,1,9,0,13.5,3,0,21.0
3,4,08:20,1,40,2,13,2,1,1,2,0,2,2,9,0,12.5,3,0,31.0
3,4,17:28,6,30,1,19,4,1,1,1,0,2,1,1,0,3.5,3,0,39.0
2,2,20:18,6,30,1,18,4,1,1,1,0,1,1,9,0,7.0,2,1,4.0
2,7,06:25,6,30,1,13,4,5,1,1,0,2,1,1,0,7.0,2,0,74.0
3,6,23:56,6,30,1,13,4,4,1,1,0,1,1,9,2,7.0,3,0,25.0
2,2,18:32,6,60,2,16,4,1,1,1,12,3,4,9,0,8.666666666666666,2,0,42.0
2,5,17:53,6,30,1,17,4,1,1,2,0,1,2,1,0,7.0,2,1,34.0
2,6,07:58,6,30,2,0,-1,1,1,2,0,2,2,9,0,11.0,2,0,54.0
3,2,16:33,6,20,1,0,-1,1,1,1,0,1,1,9,0,8.0,3,1,8.0
2,4,19:05,9,30,1,13,4,4,2,2,0,1,1,9,0,15.0,2,1,57.0
3,6,23:00,3,30,1,13,2,4,1,1,0,1,1,9,0,7.0,3,1,31.0
2,1,04:41,6,30,2,13,4,6,1,2,0,1,2,9,2,14.0,2,0,17.5
3,6,17:12,6,60,2,19,4,1,2,2,0,1,1,9,1,0.0,3,0,49.0
3,3,11:55,6,30,1,13,4,1,8,2,0,2,1,9,0,2.0,3,0,41.0
3,5,08:52,6,30,1,0,-1,1,4,1,17,1,1,9,0,7.0,3,1,43.0
3,4,18:01,3,50,1,0,-1,4,1,2,0,2,2,9,1,3.5,3,0,57.0
3,6,14:35,3,20,1,16,2,1,1,1,0,1,1,8,0,14.0,3,0,29.0
3,4,17:47,3,20,1,0,-1,1,1,1,0,2,1,1,0,7.0,3,0,41.0
